name,summary,home_page,layer,dependent_number,dependency
maupassant,,,3,,streamlit
meena,Artificial intelligence packages,https://github.com/madanb-nicn/mina,3,,streamlit
melusine,"Melusine is a high-level package for french emails preprocessing, classification and feature extraction, written in Python.",https://github.com/MAIF/melusine,3,,streamlit
memery,search your image collection with natural language,https://github.com/deepfates/memery/tree/main/,3,,streamlit
ml-idm,"A tool that provides a direct interface to a model you want to interact with. Get predictions, build graphs, analyse models with external tools.",https://github.com/ityutin/ml-idm,3,,streamlit
ms2query,Tool to query MS/MS spectra against GNPS library data.,https://github.com/iomega/ms2query,3,,streamlit
msexpert,An open-source Python package of the AlphaPept ecosystem,https://github.com/MannLabs/msexpert,3,,streamlit
mt-telescope,A visual platform for contrastive evaluation of machine translation systems,https://github.com/Unbabel/MT-Telescope,3,,streamlit
netspeedmonitor,A utility for recording your internet speed.,https://github.com/ericmjl/internet-monitor,3,,streamlit
neural-art,Neural art in Python and tf2,https://github.com/soumendra/neural-art,3,,streamlit
neuralartstudio,App for experimenting and creating your own art using neural style transfer,https://github.com/soumendra/neuralartstudio,3,,streamlit
neuronunitopt,A SciUnit library for data-driven testing of single-neuron physiology models.,http://github.com/russelljjarvis/neuronunit,3,,streamlit
omdenalore,AI for Good library,https://omdena.com/omdenalore/,3,,streamlit
onelearn,onelearn is a small python package for online learning,https://onelearn.readthedocs.io,3,,streamlit
openkiwi-tasting,OpenKiwi demonstration app.,https://github.com/Unbabel/OpenKiwi-Tasting,3,,streamlit
openleveldb,,https://github.com/lucmos/openleveldb,3,,streamlit
optimization-dashboard,,https://github.com/SimonBlanke/optimization-dashboard,3,,streamlit
opyrator,"Turn python functions into microservices with auto-generated HTTP API, interactive UI, and more.",https://github.com/ml-tooling/opyrator,3,,streamlit
osin,Rethink Experimenting,https://github.com/binh-vu/osin,3,,streamlit
osol,OSOL Extremum,,3,,streamlit
pandaslearn,pandas dataframe extensions for ml,https://github.com/soumendra/pandaslearn,3,1.0,streamlit
papyrus-ai,High-level grammar interface for ML,https://github.com/Palashio/papyrus,3,,streamlit
planetwatch,"Code to make it easy to calculate earnings, etc for planetwatch",,3,,streamlit
plannotate,Webserver and command line tool for annotating engineered plasmids,https://github.com/barricklab/pLannotate,3,,streamlit
pull-the-pitcher,Predicting when AL managers will remove their starting pitchers.,https://github.com/collinprather/pull_the_pitcher/tree/master/,3,1.0,streamlit
punditkit,PunditKit: A GUI for Scikit-Learn Models,https://github.com/JackyP/punditkit,3,,streamlit
pxmap,Streamlit component for Plotly express,,3,,streamlit
pychell,Reduce echelle spectra and generate radial velocities,https://github.com/astrobc1/pychell,3,,streamlit
pydemic-ui,Pydemic Web interface,https://github.com/pydemic/pydemic-ui,3,,streamlit
pymedphys,Medical Physics library,https://pymedphys.com,3,1.0,streamlit
pytorchjeeves,Utilities to help train models with pytorch,https://github.com/soumendra/pytorchjeeves,3,,streamlit
raylab,Reinforcement learning algorithms in RLlib and PyTorch.,https://github.com/angelolovatto/raylab,3,,streamlit
retinaface-pytorch,Retinaface implementation in Pytorch.,https://github.com/ternaus/retinaface,3,,streamlit
robust-statistics-simulator,Interactive simulations that demonstrate properties of robust statistics,https://github.com/Alcampopiano/hypothesize,3,,streamlit
rrshare,stock data(from tusharepro) & analysis,,3,,streamlit
sapsan,Sapsan project,https://github.com/pikarpov-LANL/Sapsan,3,,streamlit
sapsan-gpu,Sapsan project,https://github.com/pikarpov-LANL/Sapsan,3,,streamlit
scml-vis,A simple visualiser for SCML worlds and tournaments,https://github.com/scml-vis/scml-vis,3,,streamlit
simpletransformers,An easy-to-use wrapper library for the Transformers library.,https://github.com/ThilinaRajapakse/simpletransformers/,3,10.0,streamlit
spacy-streamlit,Visualize spaCy with streamlit,https://github.com/explosion/spacy-streamlit,3,,streamlit
st-agraph-symr,"Interactive Graph Vis for Streamlit, forked from original",https://github.com/ChrisChross/streamlit-agraph,3,,streamlit
st-agraph-symrzknr,"Interactive Graph Vis for Streamlit, forked from original",https://github.com/symrzknr/st-agraph-symrzknr,3,,streamlit
st-btn-select,Streamlit Button Selection Component,https://github.com/0phoff/st-btn-select,3,,streamlit
st-card,A custom streamlit component for displaying KPI metrics,https://github.com/akshanshkmr/st_card,3,,streamlit
st-flashcard,Custom flash card component for streamlit,https://scout.cool,3,1.0,streamlit
st-material-table,Streamlit Custom Components in React,https://github.com/icheft/st-material-table,3,,streamlit
st-radial,A streamlit component to display metrics neatly,https://github.com/akshanshkmr/st_radial,3,,streamlit
stchess,Chess components for Streamlit,,3,,streamlit
stmol,Streamlit component for molecular visualization,https://github.com/napoles-uach/streamlit_3dmol,3,,streamlit
stqdm,Easy progress bar for streamlit based on the awesome streamlit.progress and tqdm,https://github.com/Wirg/stqdm,3,,streamlit
streambook,,,3,,streamlit
streamlit-ace,Ace editor component for Streamlit.,https://share.streamlit.io/okld/streamlit-gallery/main?p=ace-editor,3,1.0,streamlit
streamlit-aggrid,Streamlit component implementation of ag-grid,https://github.com/PablocFonseca/streamlit-aggrid,3,3.0,streamlit
streamlit-agraph,Interactive Graph Vis for Streamlit.,https://github.com/ChrisChross/streamlit-agraph,3,1.0,streamlit
streamlit-analytics,Track & visualize user interactions with your streamlit app,https://github.com/jrieke/streamlit-analytics,3,,streamlit
streamlit-antv,Antv charts custom component for Streamlit,https://github.com/ais-one/favv,3,,streamlit
streamlit-apex-charts,it's just a wrapper over [ApexCharts.js](https://apexcharts.com/),https://github.com/akshanshkmr/streamlit-apex-charts,3,,streamlit
streamlit-auth0-component,,,3,,streamlit
streamlit-autorefresh,Simple way to autorefresh your Streamlit apps,https://github.com/kmcgrady/streamlit-autorefresh,3,,streamlit
streamlit-azure-ad-login,Python package to use a login with Azure AD,,3,,streamlit
streamlit-bokeh-events,A custom streamlit component to return js event values from bokeh plots to streamlit,,3,,streamlit
streamlit-callbacks,,https://github.com/FloWide/streamlit_callbacks,3,1.0,streamlit
streamlit-cropper,A simple image cropper for Streamlit,https://github.com/turner-anderson/streamlit-cropper,3,,streamlit
streamlit-custom-tooltip,,,3,,streamlit
streamlit-cytoscapejs,A Streamlit custom component for Cytoscape.js,https://github.com/andfanilo/streamlit-cytoscapejs,3,,streamlit
streamlit-d3-demo,Testing D3 in React hooks in Streamlit,https://github.com/andfanilo/streamlit-d3-demo,3,,streamlit
streamlit-data-profile-viewer,Data profile viewer component for Streamlit,,3,,streamlit
streamlit-diff-viewer,A simple component to view diff between to files,,3,,streamlit
streamlit-discourse,A streamlit component to embed Discourse topics in your applications.,https://github.com/okld/streamlit-discourse,3,,streamlit
streamlit-disqus,A streamlit component to embed Disqus in your applications.,https://github.com/okld/streamlit-disqus,3,,streamlit
streamlit-drawable-canvas,A Streamlit custom component for a free drawing canvas using Fabric.js.,https://github.com/andfanilo/streamlit-drawable-canvas,3,,streamlit
streamlit-echarts,Echarts custom component for Streamlit,https://github.com/andfanilo/streamlit-echarts,3,,streamlit
streamlit-elements,React Components for Streamlit.,https://share.streamlit.io/okld/streamlit-elements-demo/main/app.py,3,,streamlit
streamlit-embedcode,Streamlit component for embedded code snippets,https://github.com/randyzwitch/streamlit-embedcode,3,,streamlit
streamlit-flashcard,Custom flash card component for streamlit,https://scout.cool,3,,streamlit
streamlit-folium,Render Folium objects in Streamlit,https://github.com/randyzwitch/streamlit-folium,3,,streamlit
streamlit-gallary,Streamlit gallary.,,3,,streamlit
streamlit-gallery,Streamlit gallery.,,3,,streamlit
streamlit-gchart,Google Charts wordtree component for Streamlit,https://github.com/consultimi/streamlit-gchart,3,,streamlit
streamlit-geo-selector,Streamlit Leaflet component that allows user to place marker on map and return coordinates.,,3,,streamlit
streamlit-google-geochart,Create a Google Geochart for Streamlit,,3,,streamlit
streamlit-hgb,A streamlit component for a hybrid genome browser,https://github.com/6br/streamlit_hgb,3,,streamlit
streamlit-huggingface,Streamlit components to build interactive Huggingface-powered apps.,https://github.com/lukasmasuch/streamlit-huggingface,3,,streamlit
streamlit-image-crop,A Streamlit component based on React Image Crop.,https://github.com/mitsuse/streamlit-image-crop,3,,streamlit
streamlit-imagegrid,Streamlit imagegrid,,3,,streamlit
streamlit-inspect,Create interactive documentation using streamlit,,3,,streamlit
streamlit-keplergl,Streamlit Component for rendering kepler.gl maps,https://github.com/chrieke/streamlit-keplergl,3,,streamlit
streamlit-kpi-metric,Library to create KPI metric for streamlit dashboards,,3,,streamlit
streamlit-kpi-metrics,Library to create KPI metric for streamlit dashboards,,3,,streamlit
streamlit-labelstudio,A Streamlit component that provides an annotation interface using the LabelStudio Frontend,https://github.com/deneland/streamlit-labelstudio,3,,streamlit
streamlit-launchpad,Web launchpad to browse a folder containing multiple Streamlit applications,https://github.com/ideonate/streamlit-launchpad,3,,streamlit
streamlit-letsplot,Streamlit component for Lets Plot visualization library,https://github.com/randyzwitch/streamlit-letsplot,3,,streamlit
streamlit-location,,,3,,streamlit
streamlit-lottie,A Streamlit custom component to load Lottie animations,https://github.com/andfanilo/streamlit-lottie,3,,streamlit
streamlit-observable,A Streamlit component for embedding Observable notebooks in Streamlit Apps,https://github.com/asg017/streamlit-observable,3,,streamlit
streamlit-pages,Addons like multipages for streamlit webapp,https://github.com/bvenkatesh-ai/streamlit_pages,3,,streamlit
streamlit-pandas-profiling,Pandas Profiling component for Streamlit.,https://share.streamlit.io/okld/streamlit-gallery/main?p=pandas-profiling,3,2.0,streamlit
streamlit-player,A streamlit component to embed video and music players from various websites.,https://github.com/okld/streamlit-player,3,,streamlit
streamlit-plotly-events,Plotly chart component for Streamlit that also allows for events to bubble back up to Streamlit.,https://github.com/null-jones/streamlit-plotly-events,3,,streamlit
streamlit-pollination,A streamlit extention to interact with Pollination Cloud,https://github.com/pollination/streamlit-pollination,3,,streamlit
streamlit-prophet,"Deploy a Streamlit app to train, evaluate and optimize a Prophet forecasting model visually.",https://github.com/artefactory-global/streamlit_prophet,3,,streamlit
streamlit-pydantic,Auto-generate Streamlit UI from Pydantic Models & Dataclasses.,https://github.com/lukasmasuch/streamlit-pydantic,3,1.0,streamlit
streamlit-query-builder,react-query-builder interface for streamlit,,3,,streamlit
streamlit-quill,Quill component for Streamlit,https://github.com/Ghasel/streamlit-quill,3,,streamlit
streamlit-raw-echarts,Echarts component for streamlit supporting raw Echarts api.,https://github.com/liunux4odoo/streamlit-raw-echarts,3,,streamlit
streamlit-react-flow,A Wrapper around React-flow component,,3,,streamlit
streamlit-server-state,,https://github.com/whitphx/streamlit-server-state,3,,streamlit
streamlit-sidemenu,Sidebar Menu custom component for Streamlit,https://github.com/ais-one/favv,3,,streamlit
streamlit-tags,Tags custom component for Streamlit,https://github.com/gagan3012/streamlit-tags,3,,streamlit
streamlit-tensorboard,Streamlit component for TensorBoard,https://github.com/snehankekre/streamlit-tensorboard,3,,streamlit
streamlit-terran-timeline,Create faces timelines from videos,https://github.com/pento-group/streamlit-terran-timeline,3,,streamlit
streamlit-text-label,Components for labelling text document,https://github.com/basisai/streamlit-text-label,3,,streamlit
streamlit-text-like,streamlit_text_like enables to like or dislike a text input,https://github.com/PROFESSOR-PENGUIN/streamlit-text-like,3,1.0,streamlit
streamlit-text-rating,streamlit_text_ratings enables to like or dislike a text input,https://github.com/TVS-Motor-Company/streamlit-text-rating,3,,streamlit
streamlit-vega-lite,A Vega-Lite Component for Streamlit that Supports Selections,https://github.com/domoritz/streamlit-vega-lite,3,,streamlit
streamlit-vtkjs,vtkjs component for streamlit,,3,,streamlit
streamlit-webrtc,,https://github.com/whitphx/streamlit-webrtc,3,,streamlit
streamlit-webscrap-tool,,,3,,streamlit
streamlit-widget-tracker,streamlit-widget-tracker helps track the widget values in use,https://github.com/PROFESSOR-PENGUIN/streamlit-widget-tracker,3,,streamlit
streamlit-wordcloud,This is an interactive Wordcloud component for Streamlit. This is based on React-Wordcloud (https://github.com/chrisrzhou/react-wordcloud).,https://github.com/rezaho/streamlit-wordcloud,3,,streamlit
streamlit-xui,Extended UI components for Streamlit,https://github.com/ais-one/favv,3,,streamlit
streamlit-yellowbrick,Streamlit component for Yellowbrick visualization library,https://github.com/snehankekre/streamlit-yellowbrick,3,1.0,streamlit
streamlitlearn,`stlearn` is a small collection of `streamlit` widgets that you can include in your streamlit app.,,3,,streamlit
strigiform,strigiform,https://github.com/X-McKay/strigiform,3,,streamlit
